iter	RMSE
205	0.0008829425324
206	0.000875209938
207	0.0008661062384
208	0.00085988387
209	0.0008516668479
210	0.0008488943437
211	0.0008410313709
212	0.0008386733723
213	0.0008318251269
214	0.0008247214229
215	0.0008179465377
216	0.0008139727978
217	0.0008078935711
218	0.0008020982703
219	0.0007938461343
220	0.0007887400712
221	0.0007837373669
222	0.0007776638962
223	0.0007709932037
224	0.0007637242384
225	0.0007566770978
226	0.0007486483569
227	0.000743284224
228	0.0007354267723
229	0.0007294788151
230	0.0007206990819
231	0.0007131946613
232	0.000706614415
233	0.0006994990136
234	0.0006942851464
235	0.0006880161079
236	0.0006816611712
237	0.0006758414452
238	0.0006694729614
239	0.0006635128049
240	0.0006602143538
241	0.0006527045526
242	0.0006467089057
243	0.0006400859144
244	0.0006336628028
245	0.0006272358284
246	0.0006204455611
247	0.0006150533106
248	0.000611693185
249	0.0006057718369
250	0.0005989429073
251	0.000592082875
252	0.0005892009206
253	0.0005830877303
254	0.0005774474433
255	0.0005724260132
256	0.0005677430213
257	0.0005626203357
258	0.0005579473656
259	0.0005520823882
260	0.000548408481
261	0.0005431571985
262	0.0005378682697
263	0.0005331331522
264	0.0005282820176
265	0.0005240381401
266	0.0005195685743
267	0.0005149411093
268	0.000509482
269	0.0005049496264
270	0.0005002620161
271	0.0004967606218
272	0.0004922297822
273	0.0004879402058
274	0.0004831143334
275	0.0004781615237
276	0.0004736267499
277	0.0004692356391
278	0.0004656584806
279	0.0004617076533
280	0.0004597398764
281	0.0004553639266
282	0.0004516438538
283	0.0004494388468
284	0.0004449382684
285	0.0004410125349
286	0.0004388378208
287	0.0004347502806
288	0.0004329220359
289	0.0004282760383
290	0.0004265027547
291	0.0004225167767
292	0.000418413788
293	0.0004138547819
294	0.0004106559696
295	0.0004065040508
296	0.0004026162965
297	0.000399401982
298	0.0003956079449
299	0.0003918414755
300	0.0003886897949
301	0.0003850645039
302	0.0003832244444
303	0.0003815795403
304	0.0003780324603
305	0.0003745647296
306	0.0003713215917
307	0.0003678015693
308	0.0003643848346
309	0.0003607257893
310	0.0003579157661
311	0.000355818221
312	0.0003529190432
313	0.0003513677674
314	0.0003476017622
315	0.00034624298
316	0.0003431189698
317	0.0003417225866
318	0.0003394268092
319	0.0003377113476
320	0.0003362312153
321	0.0003334027011
322	0.0003299143752
323	0.0003286253323
324	0.0003250576728
325	0.000322030077
326	0.0003190552517
327	0.0003171576724
328	0.0003139508285
329	0.0003114454075
330	0.0003096246363
331	0.0003064523641
332	0.0003037111141
333	0.000300057786
334	0.0002966862775
335	0.0002941198713
336	0.0002929560602
337	0.0002912389555
338	0.0002898483914
339	0.0002870236935
340	0.0002839145549
341	0.0002826573935
342	0.0002797024091
343	0.0002782304673
344	0.000276392995
345	0.0002750975413
346	0.0002726634264
347	0.0002709871768
348	0.0002698284479
349	0.0002669955545
350	0.0002644075287
351	0.0002620157013
352	0.0002591343451
353	0.0002579609744
354	0.0002570669075
355	0.0002547332961
356	0.0002535451368
357	0.0002509980635
358	0.0002487206526
359	0.0002462462235
360	0.0002438892803
361	0.0002426313719
362	0.0002405996237
363	0.0002380187676
364	0.0002365311803
365	0.0002353860264
366	0.0002339511744
367	0.0002314231589
368	0.0002297513117
369	0.0002290005961
370	0.0002280957163
371	0.0002271339779
372	0.0002264104964
373	0.000224158165
374	0.000222006085
375	0.000220596604
376	0.0002181859155
377	0.000217198459
378	0.0002154958316
379	0.0002135827027
380	0.0002114940681
381	0.0002097467631
382	0.0002087996637
383	0.00020696158
384	0.0002061290561
385	0.0002041059196
386	0.0002024316282
387	0.0002006225779
388	0.0001980811394
389	0.0001972896571
390	0.0001956737806
391	0.000193825544
392	0.0001923727095
393	0.0001905154617
394	0.0001897416461
395	0.0001877231236
396	0.0001858788352
397	0.0001848369369
398	0.0001828809448
399	0.0001811754268
400	0.0001796169937
401	0.0001789906997
402	0.0001777459012
403	0.0001763166334
404	0.0001747190134
405	0.0001735749611
406	0.0001719845317
407	0.000170132863
408	0.0001690868401
409	0.0001671171909
410	0.0001660325506
411	0.0001645849735
412	0.0001637018991
413	0.0001629393544
414	0.0001613878676
415	0.0001596367305
416	0.0001583090235
417	0.0001567321608
418	0.0001554526199
419	0.0001547418455
420	0.0001536036691
421	0.0001522297481
422	0.0001505174019
423	0.0001488651
424	0.000148225485
425	0.0001475533024
426	0.0001457719704
427	0.0001448275391
428	0.0001436490432
429	0.0001423498636
430	0.0001418507412
431	0.0001404473253
432	0.0001389069047
433	0.0001374406508
434	0.0001363068335
435	0.0001347717691
436	0.0001340664332
437	0.000133616531
438	0.000132544141
439	0.0001321079405
440	0.0001308339216
441	0.0001301087731
442	0.0001288445055
443	0.0001278866336
444	0.000126983629
445	0.0001259479763
446	0.0001251502293
447	0.0001242828134
448	0.0001234532108
449	0.000123007494
450	0.0001224582525
451	0.0001212076307
452	0.0001208538827
453	0.0001198942381
454	0.0001190955846
455	0.0001178988751
456	0.0001168443768
457	0.0001154385563
458	0.0001144504561
459	0.0001137321521
460	0.0001125108993
461	0.0001112051055
462	0.0001107798241
463	0.0001098973543
464	0.000108987
465	0.0001085924952
466	0.0001080828443
467	0.0001070236915
468	0.0001061533457
469	0.0001050978123
470	0.0001040631216
471	0.0001031765401
472	0.0001022888803
473	0.0001015099451
474	0.0001008650466
475	0.0001004507799
476	9.954166037e-05
477	9.88813341e-05
478	9.791975022e-05
479	9.748604104e-05
480	9.708264509e-05
481	9.597480398e-05
482	9.527828651e-05
483	9.419340225e-05
484	9.388416364e-05
485	9.33122051e-05
486	9.245829898e-05
487	9.200908323e-05
488	9.167297462e-05
489	9.064115134e-05
490	9.027785857e-05
491	8.945571694e-05
492	8.870144273e-05
493	8.77800449e-05
494	8.693241698e-05
495	8.612244902e-05
496	8.580708136e-05
497	8.512345901e-05
498	8.443899558e-05
499	8.404148058e-05
500	8.382249912e-05
501	8.299514048e-05
502	8.229055882e-05
503	8.166906982e-05
504	8.100661041e-05
505	8.061649246e-05
506	7.970109224e-05
507	7.901057366e-05
508	7.873485314e-05
509	7.808399306e-05
510	7.739898507e-05
511	7.682617852e-05
512	7.650528804e-05
513	7.590209866e-05
514	7.523741301e-05
515	7.501992785e-05
516	7.445931601e-05
517	7.38865263e-05
518	7.340495835e-05
519	7.257591699e-05
520	7.178015252e-05
521	7.110741976e-05
522	7.079253124e-05
523	7.024299837e-05
524	7.002929308e-05
525	6.948799991e-05
526	6.874086384e-05
527	6.798925423e-05
528	6.775949079e-05
529	6.727876402e-05
530	6.711920463e-05
531	6.676835386e-05
532	6.641661364e-05
533	6.614029641e-05
534	6.583072109e-05
535	6.527178928e-05
536	6.488190223e-05
537	6.454551673e-05
538	6.387435556e-05
539	6.329338152e-05
540	6.288374619e-05
541	6.227996782e-05
542	6.15041218e-05
543	6.120726386e-05
544	6.082416931e-05
545	6.021792705e-05
546	5.972799971e-05
547	5.933484714e-05
548	5.8948884e-05
549	5.85014711e-05
550	5.797871528e-05
551	5.782883686e-05
552	5.721037906e-05
553	5.677707217e-05
554	5.62817729e-05
555	5.568008742e-05
556	5.508288882e-05
557	5.474620285e-05
558	5.414862047e-05
559	5.357489803e-05
560	5.307505826e-05
561	5.294551075e-05
562	5.25510319e-05
563	5.233652686e-05
564	5.192989257e-05
565	5.180932841e-05
566	5.1699292e-05
567	5.123399556e-05
568	5.093159048e-05
569	5.08210434e-05
570	5.032736116e-05
571	4.972626698e-05
572	4.933128179e-05
573	4.899969307e-05
574	4.852587473e-05
575	4.80672132e-05
576	4.758701572e-05
577	4.725492236e-05
578	4.680582834e-05
579	4.651941366e-05
580	4.611380368e-05
581	4.556426004e-05
582	4.509260119e-05
583	4.464271771e-05
584	4.454136053e-05
585	4.418161231e-05
586	4.370857402e-05
587	4.330343204e-05
588	4.289598114e-05
589	4.27785255e-05
590	4.230332512e-05
591	4.192086833e-05
592	4.160179885e-05
593	4.129988053e-05
594	4.088355119e-05
595	4.054446951e-05
596	4.044789946e-05
597	4.002501972e-05
598	3.974298139e-05
599	3.964930549e-05
600	3.920358822e-05
601	3.899613027e-05
602	3.885852209e-05
603	3.859147848e-05
604	3.83829483e-05
605	3.813933463e-05
606	3.795255991e-05
607	3.77840445e-05
608	3.742518258e-05
609	3.716233453e-05
610	3.680667097e-05
611	3.658572578e-05
612	3.627838804e-05
613	3.605596982e-05
614	3.572758871e-05
615	3.541131929e-05
616	3.502662616e-05
617	3.469975527e-05
618	3.440419735e-05
619	3.40517448e-05
620	3.37185341e-05
621	3.362592084e-05
622	3.353722781e-05
623	3.342135847e-05
624	3.330870059e-05
625	3.296273058e-05
626	3.264812251e-05
627	3.254662262e-05
628	3.247961438e-05
629	3.228382514e-05
630	3.202628697e-05
631	3.167039261e-05
632	3.157729927e-05
633	3.138440176e-05
634	3.108805725e-05
635	3.082207268e-05
636	3.050744715e-05
637	3.028665491e-05
638	3.003912387e-05
639	2.995292973e-05
640	2.966217339e-05
641	2.93675186e-05
642	2.913013853e-05
643	2.901603371e-05
644	2.893844427e-05
645	2.867483966e-05
646	2.840722989e-05
647	2.834896225e-05
648	2.810716319e-05
649	2.790590052e-05
650	2.766019185e-05
651	2.737586133e-05
652	2.72277061e-05
653	2.700305342e-05
654	2.675222034e-05
655	2.649899525e-05
656	2.621945781e-05
657	2.593123407e-05
658	2.570028254e-05
659	2.562699097e-05
660	2.555339166e-05
661	2.549425094e-05
662	2.53072494e-05
663	2.511051424e-05
664	2.505071359e-05
665	2.495884224e-05
666	2.471050448e-05
667	2.463636651e-05
668	2.452231541e-05
669	2.445594156e-05
670	2.422160048e-05
671	2.400085558e-05
672	2.374716077e-05
673	2.356080295e-05
674	2.350965408e-05
675	2.332965605e-05
676	2.326402895e-05
677	2.314146291e-05
678	2.291726046e-05
679	2.27328725e-05
680	2.248237489e-05
681	2.226806001e-05
682	2.206009597e-05
683	2.190948277e-05
684	2.179191429e-05
685	2.160447938e-05
686	2.136124002e-05
687	2.115232455e-05
688	2.099978345e-05
689	2.091993719e-05
690	2.084127547e-05
691	2.068794463e-05
692	2.052081005e-05
693	2.031686516e-05
694	2.02085219e-05
695	2.001565881e-05
696	1.982661942e-05
697	1.969893565e-05
698	1.952206849e-05
699	1.932825109e-05
700	1.912655178e-05
701	1.892923078e-05
702	1.885654121e-05
703	1.872480451e-05
704	1.867135802e-05
705	1.848706993e-05
706	1.842643253e-05
707	1.824790893e-05
708	1.809643293e-05
709	1.803909849e-05
710	1.783218145e-05
711	1.768471248e-05
712	1.754397536e-05
713	1.751099608e-05
714	1.734952979e-05
715	1.716471588e-05
716	1.696894201e-05
717	1.690717073e-05
718	1.674578336e-05
719	1.670721506e-05
720	1.654602048e-05
721	1.639833352e-05
722	1.626959841e-05
723	1.622835947e-05
724	1.619599798e-05
725	1.611328107e-05
726	1.595603025e-05
727	1.579255654e-05
728	1.567597304e-05
729	1.552263857e-05
730	1.543671962e-05
731	1.534172489e-05
732	1.522331404e-05
733	1.511198103e-05
734	1.497351795e-05
735	1.481641254e-05
736	1.470332813e-05
737	1.456800095e-05
738	1.444404737e-05
739	1.436478914e-05
740	1.421919736e-05
741	1.408551288e-05
742	1.39815006e-05
743	1.388809574e-05
744	1.376053725e-05
745	1.373065223e-05
746	1.369105445e-05
747	1.3550237e-05
748	1.351730903e-05
749	1.34853434e-05
750	1.335207264e-05
751	1.321809495e-05
752	1.313994993e-05
753	1.31107174e-05
754	1.300735736e-05
755	1.289886839e-05
756	1.28531755e-05
757	1.280813213e-05
758	1.269738799e-05
759	1.255567643e-05
760	1.245011728e-05
761	1.232877869e-05
762	1.228999361e-05
763	1.217621653e-05
764	1.209292932e-05
765	1.199518149e-05
766	1.186931978e-05
767	1.173610033e-05
768	1.163856073e-05
769	1.153295347e-05
770	1.140673101e-05
771	1.134870995e-05
772	1.123820771e-05
773	1.117112576e-05
774	1.114068519e-05
775	1.105502544e-05
776	1.098312531e-05
777	1.096086936e-05
778	1.08601003e-05
779	1.077619828e-05
780	1.07316714e-05
781	1.064264091e-05
782	1.060914221e-05
783	1.050983655e-05
784	1.044053525e-05
785	1.035530219e-05
786	1.030506071e-05
787	1.023482058e-05
788	1.013943149e-05
789	1.008012635e-05
790	9.991898549e-06
791	9.903242282e-06
792	9.862687112e-06
793	9.788439519e-06
794	9.683504538e-06
795	9.600474822e-06
796	9.548096438e-06
797	9.456830063e-06
798	9.37392956e-06
799	9.289323767e-06
800	9.268405027e-06
801	9.214029258e-06
802	9.13545421e-06
803	9.112579355e-06
804	9.01223395e-06
805	8.927193778e-06
806	8.839657433e-06
807	8.74715703e-06
808	8.658533043e-06
809	8.611274694e-06
810	8.581932071e-06
811	8.483549405e-06
812	8.449662182e-06
813	8.353732055e-06
814	8.268618205e-06
815	8.213752741e-06
816	8.124002803e-06
817	8.043473932e-06
818	7.992484731e-06
819	7.918586146e-06
820	7.837515905e-06
821	7.821915735e-06
822	7.7449767e-06
823	7.729180614e-06
824	7.657716937e-06
825	7.604747268e-06
826	7.589769357e-06
827	7.569791106e-06
828	7.483463273e-06
829	7.403798202e-06
830	7.316370076e-06
831	7.238497517e-06
832	7.175108214e-06
833	7.088604712e-06
834	7.03489809e-06
835	6.966823656e-06
836	6.94729727e-06
837	6.933276225e-06
838	6.871583334e-06
839	6.806498988e-06
840	6.737818399e-06
841	6.679915403e-06
842	6.630402738e-06
843	6.612966752e-06
844	6.55426603e-06
845	6.542694693e-06
846	6.475539259e-06
847	6.417195866e-06
848	6.403812232e-06
849	6.383480234e-06
850	6.323426085e-06
851	6.25832775e-06
852	6.208814923e-06
853	6.15351515e-06
854	6.079711293e-06
855	6.058688319e-06
856	5.991907887e-06
857	5.927887667e-06
858	5.874807815e-06
859	5.81621239e-06
860	5.798310839e-06
861	5.784987024e-06
862	5.77281923e-06
863	5.72998544e-06
864	5.683648913e-06
865	5.621475478e-06
866	5.609866216e-06
867	5.573891692e-06
868	5.528737724e-06
869	5.469312894e-06
870	5.439550285e-06
871	5.429750687e-06
872	5.400451658e-06
873	5.345548273e-06
874	5.307475208e-06
875	5.27798225e-06
876	5.227255726e-06
877	5.196179844e-06
878	5.158762185e-06
879	5.125182731e-06
880	5.081556894e-06
881	5.040665458e-06
882	4.995439677e-06
883	4.955119907e-06
884	4.90360795e-06
885	4.856683982e-06
886	4.818422787e-06
887	4.810647237e-06
888	4.765009864e-06
889	4.7150699e-06
890	4.668861868e-06
891	4.625738776e-06
892	4.5953313e-06
893	4.549104906e-06
894	4.507586193e-06
895	4.497638114e-06
896	4.487776973e-06
897	4.446427574e-06
898	4.401432067e-06
899	4.390037191e-06
900	4.381400177e-06
901	4.344798076e-06
902	4.303930903e-06
903	4.259991686e-06
904	4.242823051e-06
905	4.212943897e-06
906	4.203141886e-06
907	4.163959264e-06
908	4.126654445e-06
909	4.08321309e-06
910	4.043421424e-06
911	4.012467676e-06
912	3.979983306e-06
913	3.961594025e-06
914	3.920082897e-06
915	3.908604622e-06
916	3.902249947e-06
917	3.87838548e-06
918	3.835865164e-06
919	3.828096163e-06
920	3.788008486e-06
921	3.753824544e-06
922	3.729955056e-06
923	3.690662648e-06
924	3.659569333e-06
925	3.622922547e-06
926	3.591075364e-06
927	3.55934473e-06
928	3.551431257e-06
929	3.516129846e-06
930	3.485768778e-06
931	3.448358632e-06
932	3.415924605e-06
933	3.383795816e-06
934	3.355097424e-06
935	3.334456735e-06
936	3.310277116e-06
937	3.280189858e-06
938	3.269656989e-06
939	3.24251388e-06
940	3.210666076e-06
941	3.199659428e-06
942	3.174124423e-06
943	3.168082596e-06
944	3.16115681e-06
945	3.132249103e-06
946	3.094765021e-06
947	3.080553953e-06
948	3.074394827e-06
949	3.053723217e-06
950	3.025376406e-06
951	3.004791878e-06
952	2.978853864e-06
953	2.968219716e-06
954	2.941457138e-06
955	2.907754662e-06
956	2.90271483e-06
957	2.881724025e-06
958	2.847668202e-06
959	2.823197033e-06
960	2.818507446e-06
961	2.793156857e-06
962	2.776876095e-06
963	2.761421213e-06
964	2.730150761e-06
965	2.705210141e-06
966	2.687312635e-06
967	2.679228058e-06
968	2.653819904e-06
969	2.627282225e-06
970	2.602676423e-06
971	2.573533622e-06
972	2.550145853e-06
973	2.54451323e-06
974	2.531413009e-06
975	2.526058954e-06
976	2.508633142e-06
977	2.488943922e-06
978	2.465739854e-06
979	2.458858756e-06
980	2.441103529e-06
981	2.416166433e-06
982	2.389329815e-06
983	2.37118106e-06
984	2.347389699e-06
985	2.326735765e-06
986	2.303595824e-06
987	2.281548158e-06
988	2.260175962e-06
989	2.256216887e-06
990	2.238301756e-06
991	2.213140698e-06
992	2.207053823e-06
993	2.192115281e-06
994	2.174670349e-06
995	2.152374481e-06
996	2.130354967e-06
997	2.109273809e-06
998	2.105271151e-06
999	2.093245462e-06
